claim_id,policy_id,line_of_business,industry_segment,state,loss_date,report_date,report_lag_days,cause_of_loss,claim_status,paid_loss,case_reserve,alae,incurred_loss,incurred_loss_alae
CLM-000787,POL-005378,BOP,Restaurants & Food Service,FL,2026-04-24,2026-05-25,31,Slip & Fall,Open,8393.45,8790.89,1049.93,17184.34,18234.27
CLM-000788,POL-005381,BOP,Restaurants & Food Service,IL,2024-03-06,2024-04-06,31,Wind/Hail,Closed,12399.7,0.0,2184.83,12399.7,14584.53
CLM-000789,POL-005385,BOP,Retail,FL,2026-02-03,2026-03-26,51,Wind/Hail,Open,573.77,5870.99,443.05,6444.76,6887.81
CLM-000790,POL-005387,BOP,Contractors,TX,2025-06-05,2025-07-27,52,Water Damage,Closed,32315.29,0.0,1544.16,32315.29,33859.45
CLM-000791,POL-005395,General Liability,Real Estate,NC,2025-07-29,2026-04-19,264,Completed Operations,Open,4163.5,49021.06,10999.43,53184.56,64183.99
CLM-000792,POL-005420,BOP,Restaurants & Food Service,IL,2024-12-11,2025-02-06,57,Business Interruption,Closed,28772.83,0.0,2290.5,28772.83,31063.33
CLM-000793,POL-005428,BOP,Retail,CA,2025-03-08,2025-03-17,9,Wind/Hail,Open,858.9,1050.45,241.52,1909.35,2150.87
CLM-000794,POL-005437,BOP,Contractors,TX,2026-01-07,2026-01-31,24,Wind/Hail,Open,806.31,10863.43,2267.91,11669.74,13937.65
CLM-000795,POL-005445,General Liability,Restaurants & Food Service,NY,2024-06-14,2024-10-02,110,Slip & Fall,Open,2914.51,44249.41,7192.49,47163.92,54356.41
CLM-000796,POL-005454,BOP,Professional Services,IL,2025-01-30,2025-03-08,37,Wind/Hail,Closed,18706.71,0.0,2556.4,18706.71,21263.11
CLM-000797,POL-005461,BOP,Contractors,NC,2025-02-10,2025-03-05,23,Business Interruption,Open,14923.04,23405.38,3276.35,38328.42,41604.77
CLM-000798,POL-005463,General Liability,Contractors,IL,2025-03-20,2025-10-03,197,Products Liability,Open,12732.24,20986.18,2257.15,33718.42,35975.57
CLM-000799,POL-005464,General Liability,Contractors,IL,2026-02-12,2026-06-10,118,Products Liability,Open,11461.78,22002.37,3563.92,33464.15,37028.07
CLM-000800,POL-005464,General Liability,Contractors,IL,2026-01-06,2026-01-09,3,Personal & Advertising Injury,Open,8573.94,26973.45,3952.18,35547.39,39499.57
CLM-000801,POL-005471,BOP,Retail,NC,2026-06-10,2026-06-24,14,Wind/Hail,Open,596.2,8250.02,625.88,8846.22,9472.1
CLM-000802,POL-005472,BOP,Restaurants & Food Service,IL,2024-05-03,2024-05-09,6,Theft/Burglary,Closed,31226.57,0.0,2626.21,31226.57,33852.78
CLM-000803,POL-005476,BOP,Restaurants & Food Service,IL,2023-10-08,2023-10-09,1,Water Damage,Closed,125923.36,0.0,6922.44,125923.36,132845.8
CLM-000804,POL-005477,BOP,Real Estate,OH,2024-03-10,2024-03-16,6,Business Interruption,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000805,POL-005479,General Liability,Contractors,OH,2025-05-13,2025-05-28,15,Property Damage - 3rd Party,Open,25199.78,108290.66,12760.43,133490.44,146250.87
CLM-000806,POL-005483,BOP,Real Estate,CA,2025-08-04,2025-08-20,16,Theft/Burglary,Open,2134.09,4436.24,1051.57,6570.33,7621.9
CLM-000807,POL-005490,BOP,Professional Services,NY,2025-07-24,2025-08-02,9,Theft/Burglary,Open,4067.95,18638.5,4172.79,22706.45,26879.24
CLM-000808,POL-005491,BOP,Real Estate,TX,2024-12-09,2025-01-01,23,Water Damage,Closed,6711.2,0.0,671.3,6711.2,7382.5
CLM-000809,POL-005500,BOP,Retail,CA,2024-12-13,2025-01-15,33,Business Interruption,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000810,POL-005507,BOP,Contractors,IL,2025-01-30,2025-01-30,0,Slip & Fall,Closed,6150.5,0.0,571.26,6150.5,6721.76
CLM-000811,POL-005510,General Liability,Contractors,IL,2025-10-13,2026-04-02,171,Personal & Advertising Injury,Open,4389.48,38824.29,2073.53,43213.77,45287.3
CLM-000812,POL-005513,General Liability,Contractors,CA,2025-08-25,2025-09-14,20,Personal & Advertising Injury,Open,10278.72,15627.81,2271.46,25906.53,28177.99
CLM-000813,POL-005521,BOP,Real Estate,TX,2023-07-07,2023-07-08,1,Slip & Fall,Closed,18342.97,0.0,4002.82,18342.97,22345.79
CLM-000814,POL-005522,BOP,Real Estate,TX,2025-01-08,2025-02-21,44,Theft/Burglary,Open,170.27,192.04,49.85,362.31,412.16
CLM-000815,POL-005529,General Liability,Light Manufacturing,OH,2026-03-12,2026-04-19,38,Slip & Fall,Open,5153.03,14007.71,3832.75,19160.74,22993.49
CLM-000816,POL-005535,BOP,Restaurants & Food Service,NY,2025-06-21,2025-07-09,18,Theft/Burglary,Open,1336.2,13580.73,2141.43,14916.93,17058.36
CLM-000817,POL-005545,General Liability,Contractors,GA,2023-07-05,2023-09-25,82,Property Damage - 3rd Party,Open,14257.95,24847.36,1611.44,39105.31,40716.75
CLM-000818,POL-005551,General Liability,Healthcare Services,NY,2025-12-08,2025-12-24,16,Slip & Fall,Closed,7740.13,0.0,1433.73,7740.13,9173.86
CLM-000819,POL-005557,BOP,Restaurants & Food Service,FL,2025-02-11,2025-02-14,3,Wind/Hail,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000820,POL-005560,BOP,Restaurants & Food Service,OH,2024-11-13,2025-01-21,69,Wind/Hail,Open,493.45,3301.31,419.93,3794.76,4214.69
CLM-000821,POL-005560,BOP,Restaurants & Food Service,OH,2024-08-23,2024-09-12,20,Water Damage,Closed,8928.54,0.0,1591.99,8928.54,10520.53
CLM-000822,POL-005560,BOP,Restaurants & Food Service,OH,2025-07-12,2025-08-10,29,Business Interruption,Open,1388.05,8210.16,1660.37,9598.21,11258.58
CLM-000823,POL-005561,BOP,Retail,IL,2023-09-08,2023-09-27,19,Slip & Fall,Closed,16152.63,0.0,911.79,16152.63,17064.42
CLM-000824,POL-005563,BOP,Retail,IL,2026-02-06,2026-02-06,0,Theft/Burglary,Closed,4566.09,0.0,300.39,4566.09,4866.48
CLM-000825,POL-005566,General Liability,Real Estate,WA,2025-02-03,2025-02-04,1,Personal & Advertising Injury,Closed,37919.86,0.0,6977.5,37919.86,44897.36
CLM-000826,POL-005581,General Liability,Contractors,NY,2024-10-24,2024-12-09,46,Completed Operations,Open,38926.09,77800.85,23514.28,116726.94,140241.22
CLM-000827,POL-005581,General Liability,Contractors,NY,2025-02-16,2025-07-01,135,Personal & Advertising Injury,Closed,15825.05,0.0,1655.99,15825.05,17481.04
CLM-000828,POL-005581,General Liability,Contractors,NY,2025-04-06,2025-06-19,74,Property Damage - 3rd Party,Closed,777.41,0.0,137.85,777.41,915.26
CLM-000829,POL-005593,Professional Liability,Healthcare Services,IL,2024-12-13,2025-02-12,61,Negligent Act,Open,1120.14,8256.09,1792.26,9376.23,11168.49
CLM-000830,POL-005594,General Liability,Contractors,AZ,2023-05-17,2023-08-16,91,Slip & Fall,Closed,45259.31,0.0,2837.21,45259.31,48096.52
CLM-000831,POL-005600,BOP,Contractors,NY,2023-08-12,2023-08-21,9,Slip & Fall,Closed,3162.45,0.0,282.35,3162.45,3444.8
CLM-000832,POL-005604,BOP,Restaurants & Food Service,CA,2024-08-16,2024-09-05,20,Fire,Closed,4720.5,0.0,580.65,4720.5,5301.15
CLM-000833,POL-005604,BOP,Restaurants & Food Service,CA,2024-08-20,2024-09-05,16,Fire,Closed,1469.71,0.0,288.68,1469.71,1758.39
CLM-000834,POL-005626,General Liability,Contractors,IL,2025-02-17,2025-07-03,136,Slip & Fall,Closed,146540.27,0.0,7104.25,146540.27,153644.52
CLM-000835,POL-005626,General Liability,Contractors,IL,2025-10-17,2025-11-14,28,Products Liability,Open,2149.75,4735.45,1409.46,6885.2,8294.66
CLM-000836,POL-005629,General Liability,Light Manufacturing,TX,2024-09-21,2024-10-16,25,Slip & Fall,Closed,4166.72,0.0,682.41,4166.72,4849.13
CLM-000837,POL-005654,General Liability,Real Estate,TX,2024-11-11,2025-01-24,74,Slip & Fall,Closed,18304.12,0.0,2592.4,18304.12,20896.52
CLM-000838,POL-005680,General Liability,Contractors,AZ,2025-10-25,2025-12-17,53,Slip & Fall,Open,32709.64,177462.1,28108.9,210171.74,238280.64
CLM-000839,POL-005682,BOP,Contractors,GA,2023-06-11,2023-07-11,30,Fire,Closed,10111.5,0.0,1325.83,10111.5,11437.33
CLM-000840,POL-005683,BOP,Contractors,GA,2024-12-27,2024-12-28,1,Wind/Hail,Open,884.85,825.29,278.55,1710.14,1988.69
CLM-000841,POL-005683,BOP,Contractors,GA,2024-01-12,2024-01-16,4,Theft/Burglary,Closed,2549.22,0.0,273.6,2549.22,2822.82
CLM-000842,POL-005685,BOP,Contractors,GA,2026-05-21,2026-05-28,7,Business Interruption,Open,4807.74,6540.38,455.24,11348.12,11803.36
CLM-000843,POL-005690,BOP,Healthcare Services,CA,2024-05-18,2024-06-30,43,Wind/Hail,Open,13610.96,54383.41,10198.07,67994.37,78192.44
CLM-000844,POL-005701,BOP,Retail,TX,2023-07-07,2023-07-29,22,Wind/Hail,Open,535.42,9072.39,693.95,9607.81,10301.76
CLM-000845,POL-005701,BOP,Retail,TX,2023-07-23,2023-10-30,99,Business Interruption,Closed,5677.08,0.0,575.5,5677.08,6252.58
CLM-000846,POL-005703,BOP,Retail,TX,2026-02-22,2026-04-14,51,Water Damage,Open,3894.7,22442.32,3697.27,26337.02,30034.29
CLM-000847,POL-005705,BOP,Contractors,IL,2024-11-24,2024-11-25,1,Water Damage,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000848,POL-005746,BOP,Retail,TX,2026-02-17,2026-03-09,20,Wind/Hail,Closed,3725.13,0.0,773.14,3725.13,4498.27
CLM-000849,POL-005751,BOP,Retail,GA,2024-05-05,2024-05-30,25,Slip & Fall,Closed,8250.88,0.0,732.59,8250.88,8983.47
CLM-000850,POL-005753,BOP,Retail,GA,2025-10-05,2025-12-05,61,Theft/Burglary,Closed,2949.78,0.0,394.55,2949.78,3344.33
CLM-000851,POL-005770,General Liability,Retail,TX,2024-04-02,2024-10-30,211,Products Liability,Open,2461.32,5461.78,566.94,7923.1,8490.04
CLM-000852,POL-005785,General Liability,Light Manufacturing,FL,2024-04-25,2024-05-20,25,Completed Operations,Open,374028.59,354561.62,132028.24,728590.21,860618.45
CLM-000853,POL-005803,BOP,Restaurants & Food Service,FL,2023-12-06,2024-01-01,26,Wind/Hail,Closed,5037.99,0.0,562.77,5037.99,5600.76
CLM-000854,POL-005813,BOP,Contractors,FL,2026-04-02,2026-04-30,28,Slip & Fall,Open,2211.46,4316.99,1265.05,6528.45,7793.5
CLM-000855,POL-005834,BOP,Restaurants & Food Service,WA,2025-08-24,2025-08-24,0,Theft/Burglary,Open,9790.4,15630.68,4747.72,25421.08,30168.8
CLM-000856,POL-005841,General Liability,Real Estate,WA,2025-09-09,2026-01-29,142,Products Liability,Open,22234.95,18301.27,4963.49,40536.22,45499.71
CLM-000857,POL-005843,BOP,Retail,NC,2026-05-24,2026-06-29,36,Water Damage,Open,16166.75,20873.66,2768.68,37040.41,39809.09
CLM-000858,POL-005845,General Liability,Retail,NY,2023-09-26,2024-04-21,208,Slip & Fall,Open,21117.85,30948.38,4238.0,52066.23,56304.23
CLM-000859,POL-005846,General Liability,Retail,NY,2024-03-10,2024-07-26,138,Property Damage - 3rd Party,Open,2013.68,3824.92,1070.08,5838.6,6908.68
CLM-000860,POL-005850,BOP,Retail,NY,2025-09-22,2025-10-04,12,Slip & Fall,Closed,3191.38,0.0,406.55,3191.38,3597.93
CLM-000861,POL-005854,General Liability,Restaurants & Food Service,OH,2025-11-20,2026-04-06,137,Personal & Advertising Injury,Open,12052.54,13789.56,5124.97,25842.1,30967.07
CLM-000862,POL-005857,BOP,Contractors,CA,2025-02-13,2025-02-23,10,Water Damage,Open,1299.34,2351.21,420.03,3650.55,4070.58
CLM-000863,POL-005862,General Liability,Contractors,FL,2024-02-21,2024-05-26,95,Products Liability,Closed,12473.14,0.0,1039.59,12473.14,13512.73
CLM-000864,POL-005865,General Liability,Retail,FL,2023-10-17,2025-01-17,458,Completed Operations,Open,551.5,6798.14,1374.32,7349.64,8723.96
CLM-000865,POL-005870,BOP,Light Manufacturing,GA,2024-03-24,2024-05-27,64,Fire,Closed,190408.58,0.0,31552.31,190408.58,221960.89
CLM-000866,POL-005877,General Liability,Healthcare Services,CA,2024-07-19,2024-08-20,32,Property Damage - 3rd Party,Closed,213556.75,0.0,12387.2,213556.75,225943.95
CLM-000867,POL-005880,General Liability,Real Estate,IL,2025-10-08,2025-12-19,72,Slip & Fall,Open,3063.83,6728.99,2102.1,9792.82,11894.92
CLM-000868,POL-005894,General Liability,Healthcare Services,AZ,2024-10-21,2024-11-12,22,Products Liability,Closed,4582.58,0.0,183.44,4582.58,4766.02
CLM-000869,POL-005908,General Liability,Healthcare Services,NC,2023-07-28,2023-08-26,29,Personal & Advertising Injury,Closed,125103.72,0.0,5802.71,125103.72,130906.43
CLM-000870,POL-005910,General Liability,Healthcare Services,NC,2025-10-19,2025-11-07,19,Products Liability,Closed,30032.04,0.0,1597.49,30032.04,31629.53
CLM-000871,POL-005913,General Liability,Contractors,OH,2024-08-17,2025-08-08,356,Completed Operations,Open,24674.72,101320.28,19330.15,125995.0,145325.15
CLM-000872,POL-005914,General Liability,Contractors,OH,2026-03-05,2026-03-15,10,Products Liability,Closed,132371.9,0.0,16991.45,132371.9,149363.35
CLM-000873,POL-005918,BOP,Restaurants & Food Service,IL,2025-11-20,2026-01-21,62,Wind/Hail,Open,622.21,2041.04,414.99,2663.25,3078.24
CLM-000874,POL-005930,General Liability,Contractors,WA,2025-07-26,2025-07-27,1,Products Liability,Closed,6988.31,0.0,597.11,6988.31,7585.42
CLM-000875,POL-005939,General Liability,Contractors,NC,2024-08-13,2024-11-12,91,Products Liability,Closed,16320.47,0.0,2888.16,16320.47,19208.63
CLM-000876,POL-005940,General Liability,Contractors,NC,2025-04-17,2025-09-09,145,Slip & Fall,Open,3757.22,3595.75,1382.37,7352.97,8735.34
CLM-000877,POL-005944,BOP,Restaurants & Food Service,GA,2025-07-14,2025-07-21,7,Theft/Burglary,Closed,3528.91,0.0,494.99,3528.91,4023.9
CLM-000878,POL-005944,BOP,Restaurants & Food Service,GA,2025-12-20,2025-12-25,5,Wind/Hail,Open,17878.76,17340.56,7317.75,35219.32,42537.07
CLM-000879,POL-005947,General Liability,Healthcare Services,CA,2024-09-22,2025-04-27,217,Personal & Advertising Injury,Open,4839.88,17328.6,2641.17,22168.48,24809.65
CLM-000880,POL-005956,Professional Liability,Healthcare Services,NC,2024-09-14,2025-01-12,120,Misrepresentation,Closed,11987.81,0.0,1465.83,11987.81,13453.64
CLM-000881,POL-005962,BOP,Retail,OH,2025-08-26,2025-09-02,7,Business Interruption,Closed,11328.29,0.0,1650.1,11328.29,12978.39
CLM-000882,POL-005965,General Liability,Healthcare Services,CA,2026-04-08,2026-04-22,14,Completed Operations,Open,15740.19,20376.14,4415.79,36116.33,40532.12
CLM-000883,POL-005967,General Liability,Retail,IL,2024-12-25,2025-06-25,182,Slip & Fall,Open,1938.95,8061.5,494.42,10000.45,10494.87
CLM-000884,POL-005983,BOP,Restaurants & Food Service,TX,2026-05-23,2026-05-31,8,Theft/Burglary,Open,1061.5,2711.76,404.78,3773.26,4178.04
CLM-000885,POL-005990,General Liability,Light Manufacturing,CA,2026-05-13,2026-05-17,4,Completed Operations,Open,20643.8,53651.37,7578.8,74295.17,81873.97
CLM-000886,POL-005990,General Liability,Light Manufacturing,CA,2026-01-17,2026-01-30,13,Property Damage - 3rd Party,Open,5210.53,11742.24,2438.63,16952.77,19391.4
CLM-000887,POL-006000,BOP,Retail,FL,2023-12-23,2024-01-03,11,Theft/Burglary,Closed,8488.56,0.0,1712.86,8488.56,10201.42
CLM-000888,POL-006013,General Liability,Contractors,FL,2024-07-06,2024-11-18,135,Slip & Fall,Closed,36518.87,0.0,6101.53,36518.87,42620.4
CLM-000889,POL-006017,General Liability,Retail,CA,2024-07-22,2025-12-30,526,Personal & Advertising Injury,Open,14676.86,33881.96,5781.17,48558.82,54339.99
CLM-000890,POL-006032,BOP,Contractors,NY,2025-01-24,2025-02-24,31,Water Damage,Open,914.82,3380.45,291.6,4295.27,4586.87
CLM-000891,POL-006047,Professional Liability,Professional Services,FL,2026-01-23,2026-03-27,63,Failure to Deliver,Open,6137.85,13983.8,2000.8,20121.65,22122.45
CLM-000892,POL-006058,BOP,Light Manufacturing,FL,2025-04-07,2025-07-30,114,Fire,Open,392.88,1169.97,92.54,1562.85,1655.39
CLM-000893,POL-006072,General Liability,Retail,NC,2026-03-15,2026-06-18,95,Slip & Fall,Open,4535.59,37001.78,7383.96,41537.37,48921.33
CLM-000894,POL-006087,General Liability,Restaurants & Food Service,OH,2025-09-30,2025-10-03,3,Completed Operations,Closed,14294.31,0.0,1975.08,14294.31,16269.39
CLM-000895,POL-006093,BOP,Retail,IL,2024-10-23,2025-01-03,72,Wind/Hail,Closed,17831.01,0.0,2939.58,17831.01,20770.59
CLM-000896,POL-006110,BOP,Retail,NC,2025-08-25,2025-09-07,13,Theft/Burglary,Open,2534.59,13247.32,1869.43,15781.91,17651.34
CLM-000897,POL-006120,General Liability,Real Estate,AZ,2026-01-03,2026-03-11,67,Personal & Advertising Injury,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000898,POL-006131,BOP,Real Estate,OH,2025-01-21,2025-01-21,0,Slip & Fall,Closed,8207.42,0.0,1275.02,8207.42,9482.44
CLM-000899,POL-006134,General Liability,Healthcare Services,NY,2024-04-08,2024-04-25,17,Products Liability,Closed,32473.7,0.0,5070.79,32473.7,37544.49
CLM-000900,POL-006139,General Liability,Contractors,TX,2026-01-22,2026-02-24,33,Property Damage - 3rd Party,Closed,22327.81,0.0,1094.81,22327.81,23422.62
CLM-000901,POL-006142,BOP,Contractors,IL,2026-01-06,2026-01-29,23,Theft/Burglary,Closed,28379.59,0.0,5077.82,28379.59,33457.41
CLM-000902,POL-006159,BOP,Retail,FL,2024-10-15,2024-10-15,0,Theft/Burglary,Closed,8667.84,0.0,1032.05,8667.84,9699.89
CLM-000903,POL-006169,General Liability,Light Manufacturing,NC,2024-10-19,2024-12-06,48,Slip & Fall,Closed,48546.43,0.0,9966.7,48546.43,58513.13
CLM-000904,POL-006180,BOP,Healthcare Services,OH,2024-12-22,2025-01-30,39,Fire,Open,1365.06,16484.06,2253.29,17849.12,20102.41
CLM-000905,POL-006187,BOP,Light Manufacturing,TX,2023-04-07,2023-04-20,13,Wind/Hail,Closed,4687.65,0.0,347.16,4687.65,5034.81
CLM-000906,POL-006199,General Liability,Light Manufacturing,FL,2023-07-20,2023-08-18,29,Products Liability,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000907,POL-006201,BOP,Retail,FL,2025-08-09,2025-08-29,20,Business Interruption,Closed,11098.05,0.0,2243.85,11098.05,13341.9
CLM-000908,POL-006206,Professional Liability,Healthcare Services,IL,2024-06-10,2024-06-29,19,Misrepresentation,Closed,110011.8,0.0,22974.02,110011.8,132985.82
CLM-000909,POL-006210,General Liability,Restaurants & Food Service,CA,2025-04-17,2025-07-12,86,Products Liability,Closed,26319.72,0.0,3355.81,26319.72,29675.53
CLM-000910,POL-006219,BOP,Restaurants & Food Service,FL,2025-12-26,2026-03-08,72,Wind/Hail,Open,641.67,574.91,90.71,1216.58,1307.29
CLM-000911,POL-006227,BOP,Real Estate,FL,2024-11-01,2024-12-02,31,Water Damage,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000912,POL-006235,General Liability,Contractors,TX,2026-05-13,2026-06-02,20,Slip & Fall,Open,9086.65,23352.44,6833.54,32439.09,39272.63
CLM-000913,POL-006244,BOP,Restaurants & Food Service,IL,2025-09-19,2025-09-28,9,Business Interruption,Open,660.62,9254.32,1942.83,9914.94,11857.77
CLM-000914,POL-006255,BOP,Restaurants & Food Service,TX,2025-07-09,2025-07-27,18,Fire,Closed,1173.37,0.0,59.71,1173.37,1233.08
CLM-000915,POL-006288,General Liability,Restaurants & Food Service,IL,2024-12-16,2025-02-04,50,Products Liability,Closed,19863.68,0.0,2253.17,19863.68,22116.85
CLM-000916,POL-006288,General Liability,Restaurants & Food Service,IL,2024-07-31,2024-08-01,1,Completed Operations,Closed,21459.32,0.0,2677.94,21459.32,24137.26
CLM-000917,POL-006288,General Liability,Restaurants & Food Service,IL,2025-01-14,2025-02-05,22,Personal & Advertising Injury,Closed,12203.3,0.0,2112.29,12203.3,14315.59
CLM-000918,POL-006302,BOP,Retail,IL,2024-12-29,2025-02-18,51,Fire,Closed,25462.72,0.0,2616.06,25462.72,28078.78
CLM-000919,POL-006305,General Liability,Contractors,NC,2025-09-03,2026-02-19,169,Slip & Fall,Open,9027.49,93860.44,19988.52,102887.93,122876.45
CLM-000920,POL-006307,BOP,Healthcare Services,GA,2025-01-28,2025-02-05,8,Theft/Burglary,Closed,19728.44,0.0,1537.3,19728.44,21265.74
CLM-000921,POL-006307,BOP,Healthcare Services,GA,2024-08-26,2024-09-06,11,Wind/Hail,Closed,1708.64,0.0,314.17,1708.64,2022.81
CLM-000922,POL-006313,BOP,Light Manufacturing,AZ,2024-09-13,2024-10-12,29,Business Interruption,Open,2838.83,7892.74,433.11,10731.57,11164.68
CLM-000923,POL-006334,BOP,Restaurants & Food Service,IL,2024-03-15,2024-06-25,102,Theft/Burglary,Open,493.88,3452.95,830.03,3946.83,4776.86
CLM-000924,POL-006338,BOP,Restaurants & Food Service,OH,2023-12-07,2024-01-17,41,Water Damage,Open,188.27,690.0,64.78,878.27,943.05
CLM-000925,POL-006338,BOP,Restaurants & Food Service,OH,2024-01-17,2024-03-10,53,Fire,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000926,POL-006341,BOP,Light Manufacturing,TX,2024-03-22,2024-03-24,2,Slip & Fall,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000927,POL-006342,BOP,Light Manufacturing,TX,2025-05-01,2025-07-29,89,Business Interruption,Closed,35529.19,0.0,3323.2,35529.19,38852.39
CLM-000928,POL-006362,BOP,Restaurants & Food Service,OH,2025-03-06,2025-03-13,7,Slip & Fall,Open,2821.09,5046.54,1284.22,7867.63,9151.85
CLM-000929,POL-006362,BOP,Restaurants & Food Service,OH,2024-12-30,2025-01-12,13,Slip & Fall,Closed,2950.22,0.0,365.46,2950.22,3315.68
CLM-000930,POL-006365,BOP,Light Manufacturing,OH,2025-09-10,2025-10-21,41,Wind/Hail,Open,2349.31,3835.57,383.83,6184.88,6568.71
CLM-000931,POL-006384,General Liability,Contractors,NY,2025-11-03,2026-02-20,109,Completed Operations,Open,2804.17,4731.41,1225.55,7535.58,8761.13
CLM-000932,POL-006389,General Liability,Restaurants & Food Service,IL,2025-07-06,2026-05-26,324,Personal & Advertising Injury,Open,1133.94,7219.49,546.73,8353.43,8900.16
CLM-000933,POL-006396,BOP,Contractors,NY,2025-05-13,2025-05-22,9,Water Damage,Open,3843.99,6829.6,1238.02,10673.59,11911.61
CLM-000934,POL-006397,General Liability,Restaurants & Food Service,NC,2024-02-27,2024-04-09,42,Products Liability,Open,18451.32,25984.56,3544.16,44435.88,47980.04
CLM-000935,POL-006402,General Liability,Contractors,AZ,2024-08-31,2025-04-08,220,Completed Operations,Closed,3639.49,0.0,526.9,3639.49,4166.39
CLM-000936,POL-006402,General Liability,Contractors,AZ,2024-12-10,2025-03-30,110,Products Liability,Closed,28327.38,0.0,3549.47,28327.38,31876.85
CLM-000937,POL-006403,General Liability,Contractors,AZ,2025-12-13,2026-02-16,65,Personal & Advertising Injury,Open,25430.75,41716.17,9055.24,67146.92,76202.16
CLM-000938,POL-006403,General Liability,Contractors,AZ,2025-06-22,2025-10-17,117,Completed Operations,Open,3633.68,37400.05,6538.62,41033.73,47572.35
CLM-000939,POL-006404,BOP,Retail,TX,2024-11-16,2024-12-08,22,Wind/Hail,Closed,14176.65,0.0,2025.41,14176.65,16202.06
CLM-000940,POL-006412,BOP,Retail,TX,2026-01-26,2026-01-28,2,Slip & Fall,Open,8289.48,6923.62,2245.67,15213.1,17458.77
CLM-000941,POL-006413,BOP,Retail,TX,2026-05-09,2026-05-09,0,Slip & Fall,Open,23384.77,27230.62,6550.9,50615.39,57166.29
CLM-000942,POL-006414,General Liability,Professional Services,TX,2025-02-21,2025-03-28,35,Products Liability,Closed,26867.94,0.0,3534.57,26867.94,30402.51
CLM-000943,POL-006432,BOP,Restaurants & Food Service,NY,2024-02-01,2024-03-23,51,Slip & Fall,Open,2055.25,7774.09,1613.86,9829.34,11443.2
CLM-000944,POL-006443,General Liability,Restaurants & Food Service,GA,2024-08-03,2024-12-22,141,Completed Operations,Closed,1491.99,0.0,89.23,1491.99,1581.22
CLM-000945,POL-006445,General Liability,Contractors,FL,2024-12-17,2025-01-12,26,Products Liability,Closed,17786.05,0.0,808.75,17786.05,18594.8
CLM-000946,POL-006449,BOP,Restaurants & Food Service,IL,2024-09-28,2024-12-09,72,Business Interruption,Closed,3582.16,0.0,308.6,3582.16,3890.76
CLM-000947,POL-006452,BOP,Restaurants & Food Service,IL,2025-07-03,2025-08-11,39,Fire,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000948,POL-006452,BOP,Restaurants & Food Service,IL,2025-08-29,2025-10-29,61,Water Damage,Open,4582.95,5817.43,1520.71,10400.38,11921.09
CLM-000949,POL-006460,General Liability,Retail,NY,2025-06-22,2025-08-10,49,Personal & Advertising Injury,Closed,7613.72,0.0,325.75,7613.72,7939.47
CLM-000950,POL-006466,BOP,Contractors,GA,2025-04-18,2025-04-21,3,Business Interruption,Open,5386.2,5532.03,937.24,10918.23,11855.47
CLM-000951,POL-006473,Professional Liability,Technology,TX,2023-05-23,2023-11-10,171,Regulatory Proceeding,Closed,1957.78,0.0,102.84,1957.78,2060.62
CLM-000952,POL-006475,BOP,Retail,AZ,2025-06-18,2025-07-21,33,Theft/Burglary,Closed,556.09,0.0,57.4,556.09,613.49
CLM-000953,POL-006486,BOP,Real Estate,TX,2025-11-09,2025-11-28,19,Water Damage,Closed,8198.29,0.0,406.52,8198.29,8604.81
CLM-000954,POL-006486,BOP,Real Estate,TX,2025-09-10,2025-10-27,47,Theft/Burglary,Open,3914.03,3292.24,1305.87,7206.27,8512.14
CLM-000955,POL-006501,BOP,Healthcare Services,TX,2023-07-15,2023-08-08,24,Slip & Fall,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000956,POL-006502,BOP,Healthcare Services,TX,2025-01-09,2025-01-16,7,Wind/Hail,Closed,4716.82,0.0,585.14,4716.82,5301.96
CLM-000957,POL-006507,General Liability,Healthcare Services,AZ,2025-11-13,2026-04-17,155,Products Liability,Open,1479.42,4699.23,953.45,6178.65,7132.1
CLM-000958,POL-006507,General Liability,Healthcare Services,AZ,2025-06-16,2025-07-16,30,Completed Operations,Closed,33927.86,0.0,7150.51,33927.86,41078.37
CLM-000959,POL-006511,Professional Liability,Professional Services,CA,2024-02-26,2025-03-29,397,Breach of Duty,Closed,5410.17,0.0,888.28,5410.17,6298.45
CLM-000960,POL-006513,General Liability,Contractors,AZ,2025-08-23,2026-04-28,248,Personal & Advertising Injury,Open,41142.36,96573.43,26611.34,137715.79,164327.13
CLM-000961,POL-006517,BOP,Retail,GA,2024-04-07,2024-05-12,35,Water Damage,Closed,3366.49,0.0,368.24,3366.49,3734.73
CLM-000962,POL-006526,BOP,Restaurants & Food Service,NY,2025-02-13,2025-04-17,63,Slip & Fall,Open,2110.07,1778.61,270.17,3888.68,4158.85
