policy_id,account_id,line_of_business,industry_segment,state,producer_code,hazard_grade,term_number,new_or_renewal,effective_date,expiration_date,written_premium,rate_change_pct,earned_fraction,earned_premium,unearned_premium,earned_exposure
POL-005360,ACCT-02493,General Liability,Light Manufacturing,CA,AGY-022,2,1,New,2023-12-13,2024-12-13,6053.39,0.0,1.0,6053.39,0.0,1.0
POL-005361,ACCT-02493,General Liability,Light Manufacturing,CA,AGY-022,2,2,Renewal,2024-12-13,2025-12-13,6114.79,0.0101,1.0,6114.79,0.0,1.0
POL-005362,ACCT-02493,General Liability,Light Manufacturing,CA,AGY-022,2,3,Renewal,2025-12-13,2026-12-13,5997.41,-0.0192,0.5452,3269.82,2727.59,0.5452
POL-005363,ACCT-02494,General Liability,Restaurants & Food Service,FL,AGY-057,3,1,New,2025-07-07,2026-07-07,15425.11,0.0,0.9808,15129.29,295.82,0.9808
POL-005364,ACCT-02495,BOP,Restaurants & Food Service,NY,AGY-037,3,1,New,2024-04-24,2025-04-24,2707.14,0.0,1.0,2707.14,0.0,1.0
POL-005365,ACCT-02495,BOP,Restaurants & Food Service,NY,AGY-037,3,2,Renewal,2025-04-24,2026-04-24,3244.89,0.1986,1.0,3244.89,0.0,1.0
POL-005366,ACCT-02496,BOP,Light Manufacturing,CA,AGY-034,2,1,New,2024-02-04,2025-02-04,12535.51,0.0,1.0,12535.51,0.0,1.0
POL-005367,ACCT-02496,BOP,Light Manufacturing,CA,AGY-034,2,2,Renewal,2025-02-04,2026-02-04,13372.34,0.0668,1.0,13372.34,0.0,1.0
POL-005368,ACCT-02497,General Liability,Technology,CA,AGY-051,2,1,New,2025-04-30,2026-04-30,24564.39,0.0,1.0,24564.39,0.0,1.0
POL-005369,ACCT-02497,General Liability,Technology,CA,AGY-051,2,2,Renewal,2026-04-30,2027-04-30,24277.47,-0.0117,0.1671,4057.33,20220.14,0.1671
POL-005370,ACCT-02498,BOP,Contractors,GA,AGY-043,2,1,New,2024-07-02,2025-07-02,3492.28,0.0,1.0,3492.28,0.0,1.0
POL-005371,ACCT-02498,BOP,Contractors,GA,AGY-043,2,2,Renewal,2025-07-02,2026-07-02,3810.02,0.091,0.9945,3789.14,20.88,0.9945
POL-005372,ACCT-02499,BOP,Real Estate,IL,AGY-032,2,1,New,2025-10-06,2026-10-06,4296.17,0.0,0.7315,3142.68,1153.49,0.7315
POL-005373,ACCT-02500,BOP,Retail,FL,AGY-045,2,1,New,2024-09-22,2025-09-22,6041.77,0.0,1.0,6041.77,0.0,1.0
POL-005374,ACCT-02501,BOP,Restaurants & Food Service,CA,AGY-028,5,1,New,2023-11-30,2024-11-30,5265.59,0.0,1.0,5265.59,0.0,1.0
POL-005375,ACCT-02501,BOP,Restaurants & Food Service,CA,AGY-028,5,2,Renewal,2024-11-30,2025-11-30,5143.52,-0.0232,1.0,5143.52,0.0,1.0
POL-005376,ACCT-02501,BOP,Restaurants & Food Service,CA,AGY-028,5,3,Renewal,2025-11-30,2026-11-30,5446.99,0.059,0.5808,3163.73,2283.26,0.5808
POL-005377,ACCT-02502,BOP,Restaurants & Food Service,FL,AGY-058,3,1,New,2025-02-24,2026-02-24,2814.38,0.0,1.0,2814.38,0.0,1.0
POL-005378,ACCT-02502,BOP,Restaurants & Food Service,FL,AGY-058,3,2,Renewal,2026-02-24,2027-02-24,3191.28,0.1339,0.3452,1101.65,2089.63,0.3452
POL-005379,ACCT-02503,General Liability,Restaurants & Food Service,OH,AGY-055,3,1,New,2024-05-21,2025-05-21,33428.94,0.0,1.0,33428.94,0.0,1.0
POL-005380,ACCT-02503,General Liability,Restaurants & Food Service,OH,AGY-055,3,2,Renewal,2025-05-21,2026-05-21,34603.76,0.0351,1.0,34603.76,0.0,1.0
POL-005381,ACCT-02504,BOP,Restaurants & Food Service,IL,AGY-006,2,1,New,2023-08-09,2024-08-09,4217.7,0.0,1.0,4217.7,0.0,1.0
POL-005382,ACCT-02504,BOP,Restaurants & Food Service,IL,AGY-006,2,2,Renewal,2024-08-09,2025-08-09,4549.4,0.0786,1.0,4549.4,0.0,1.0
POL-005383,ACCT-02505,BOP,Retail,FL,AGY-046,3,1,New,2023-08-14,2024-08-14,1461.76,0.0,1.0,1461.76,0.0,1.0
POL-005384,ACCT-02505,BOP,Retail,FL,AGY-046,3,2,Renewal,2024-08-14,2025-08-14,1514.14,0.0358,1.0,1514.14,0.0,1.0
POL-005385,ACCT-02505,BOP,Retail,FL,AGY-046,3,3,Renewal,2025-08-14,2026-08-14,1614.86,0.0665,0.8767,1415.77,199.09,0.8767
POL-005386,ACCT-02506,BOP,Contractors,TX,AGY-059,2,1,New,2023-12-16,2024-12-16,8637.43,0.0,1.0,8637.43,0.0,1.0
POL-005387,ACCT-02506,BOP,Contractors,TX,AGY-059,2,2,Renewal,2024-12-16,2025-12-16,8827.19,0.022,1.0,8827.19,0.0,1.0
POL-005388,ACCT-02506,BOP,Contractors,TX,AGY-059,2,3,Renewal,2025-12-16,2026-12-16,9442.94,0.0698,0.537,5070.73,4372.21,0.537
POL-005389,ACCT-02507,Professional Liability,Technology,CA,AGY-029,2,1,New,2024-06-19,2025-06-19,13414.18,0.0,1.0,13414.18,0.0,1.0
POL-005390,ACCT-02507,Professional Liability,Technology,CA,AGY-029,2,2,Renewal,2025-06-19,2026-06-19,13521.64,0.008,1.0,13521.64,0.0,1.0
POL-005391,ACCT-02507,Professional Liability,Technology,CA,AGY-029,2,3,Renewal,2026-06-19,2027-06-19,13411.46,-0.0081,0.0301,404.18,13007.28,0.0301
POL-005392,ACCT-02508,BOP,Contractors,FL,AGY-044,3,1,New,2024-10-16,2025-10-16,18348.1,0.0,1.0,18348.1,0.0,1.0
POL-005393,ACCT-02508,BOP,Contractors,FL,AGY-044,3,2,Renewal,2025-10-16,2026-10-16,19430.29,0.059,0.7041,13681.05,5749.24,0.7041
POL-005394,ACCT-02509,General Liability,Light Manufacturing,CA,AGY-023,2,1,New,2024-11-13,2025-11-13,6304.46,0.0,1.0,6304.46,0.0,1.0
POL-005395,ACCT-02510,General Liability,Real Estate,NC,AGY-043,2,1,New,2025-05-15,2026-05-15,18889.34,0.0,1.0,18889.34,0.0,1.0
POL-005396,ACCT-02511,General Liability,Light Manufacturing,TX,AGY-042,1,1,New,2025-05-13,2026-05-13,10899.38,0.0,1.0,10899.38,0.0,1.0
POL-005397,ACCT-02511,General Liability,Light Manufacturing,TX,AGY-042,1,2,Renewal,2026-05-13,2027-05-13,11285.31,0.0354,0.1315,1484.1,9801.21,0.1315
POL-005398,ACCT-02512,General Liability,Restaurants & Food Service,TX,AGY-032,4,1,New,2025-08-28,2026-08-28,14982.52,0.0,0.8384,12560.69,2421.83,0.8384
POL-005399,ACCT-02513,Professional Liability,Healthcare Services,CA,AGY-005,2,1,New,2023-03-08,2024-03-08,19079.18,0.0,1.0,19079.18,0.0,1.0
POL-005400,ACCT-02513,Professional Liability,Healthcare Services,CA,AGY-005,2,2,Renewal,2024-03-08,2025-03-08,19968.27,0.0466,1.0,19968.27,0.0,1.0
POL-005401,ACCT-02513,Professional Liability,Healthcare Services,CA,AGY-005,2,3,Renewal,2025-03-08,2026-03-08,21476.21,0.0755,1.0,21476.21,0.0,1.0
POL-005402,ACCT-02513,Professional Liability,Healthcare Services,CA,AGY-005,2,4,Renewal,2026-03-08,2027-03-08,22414.69,0.0437,0.3123,7000.75,15413.94,0.3123
POL-005403,ACCT-02514,BOP,Restaurants & Food Service,WA,AGY-045,2,1,New,2025-07-14,2026-07-14,4101.33,0.0,0.9616,3944.02,157.31,0.9616
POL-005404,ACCT-02515,Professional Liability,Healthcare Services,IL,AGY-008,2,1,New,2023-11-26,2024-11-26,8811.03,0.0,1.0,8811.03,0.0,1.0
POL-005405,ACCT-02515,Professional Liability,Healthcare Services,IL,AGY-008,2,2,Renewal,2024-11-26,2025-11-26,9940.3,0.1282,1.0,9940.3,0.0,1.0
POL-005406,ACCT-02515,Professional Liability,Healthcare Services,IL,AGY-008,2,3,Renewal,2025-11-26,2026-11-26,10370.38,0.0433,0.5918,6136.99,4233.39,0.5918
POL-005407,ACCT-02516,BOP,Professional Services,TX,AGY-006,2,1,New,2024-03-17,2025-03-17,8912.83,0.0,1.0,8912.83,0.0,1.0
POL-005408,ACCT-02516,BOP,Professional Services,TX,AGY-006,2,2,Renewal,2025-03-17,2026-03-17,9091.62,0.0201,1.0,9091.62,0.0,1.0
POL-005409,ACCT-02516,BOP,Professional Services,TX,AGY-006,2,3,Renewal,2026-03-17,2027-03-17,10098.08,0.1107,0.2877,2904.93,7193.15,0.2877
POL-005410,ACCT-02517,General Liability,Light Manufacturing,FL,AGY-005,3,1,New,2025-10-31,2026-10-31,21894.82,0.0,0.663,14516.57,7378.25,0.663
POL-005411,ACCT-02518,General Liability,Contractors,CA,AGY-013,3,1,New,2023-11-08,2024-11-08,10354.85,0.0,1.0,10354.85,0.0,1.0
POL-005412,ACCT-02519,BOP,Light Manufacturing,OH,AGY-028,2,1,New,2025-08-03,2026-08-03,2395.63,0.0,0.9068,2172.48,223.15,0.9068
POL-005413,ACCT-02520,General Liability,Real Estate,TX,AGY-005,2,1,New,2023-06-22,2024-06-22,9054.54,0.0,1.0,9054.54,0.0,1.0
POL-005414,ACCT-02520,General Liability,Real Estate,TX,AGY-005,2,2,Renewal,2024-06-22,2025-06-22,9280.06,0.0249,1.0,9280.06,0.0,1.0
POL-005415,ACCT-02520,General Liability,Real Estate,TX,AGY-005,2,3,Renewal,2025-06-22,2026-06-22,10230.67,0.1024,1.0,10230.67,0.0,1.0
POL-005416,ACCT-02520,General Liability,Real Estate,TX,AGY-005,2,4,Renewal,2026-06-22,2027-06-22,10868.26,0.0623,0.0219,238.21,10630.05,0.0219
POL-005417,ACCT-02521,General Liability,Light Manufacturing,TX,AGY-006,3,1,New,2023-10-19,2024-10-19,17910.15,0.0,1.0,17910.15,0.0,1.0
POL-005418,ACCT-02521,General Liability,Light Manufacturing,TX,AGY-006,3,2,Renewal,2024-10-19,2025-10-19,19678.48,0.0987,1.0,19678.48,0.0,1.0
POL-005419,ACCT-02522,BOP,Light Manufacturing,WA,AGY-059,2,1,New,2023-01-25,2024-01-25,2398.17,0.0,1.0,2398.17,0.0,1.0
POL-005420,ACCT-02523,BOP,Restaurants & Food Service,IL,AGY-043,2,1,New,2024-09-27,2025-09-27,3102.4,0.0,1.0,3102.4,0.0,1.0
POL-005421,ACCT-02523,BOP,Restaurants & Food Service,IL,AGY-043,2,2,Renewal,2025-09-27,2026-09-27,3196.7,0.0304,0.7562,2417.23,779.47,0.7562
POL-005422,ACCT-02524,General Liability,Light Manufacturing,AZ,AGY-042,3,1,New,2025-01-19,2026-01-19,27169.33,0.0,1.0,27169.33,0.0,1.0
POL-005423,ACCT-02524,General Liability,Light Manufacturing,AZ,AGY-042,3,2,Renewal,2026-01-19,2027-01-19,29226.76,0.0757,0.4438,12971.88,16254.88,0.4438
POL-005424,ACCT-02525,General Liability,Restaurants & Food Service,TX,AGY-046,4,1,New,2023-04-09,2024-04-09,4608.88,0.0,1.0,4608.88,0.0,1.0
POL-005425,ACCT-02525,General Liability,Restaurants & Food Service,TX,AGY-046,4,2,Renewal,2024-04-09,2025-04-09,5088.8,0.1041,1.0,5088.8,0.0,1.0
POL-005426,ACCT-02525,General Liability,Restaurants & Food Service,TX,AGY-046,4,3,Renewal,2025-04-09,2026-04-09,5611.38,0.1027,1.0,5611.38,0.0,1.0
POL-005427,ACCT-02525,General Liability,Restaurants & Food Service,TX,AGY-046,4,4,Renewal,2026-04-09,2027-04-09,6464.17,0.152,0.2247,1452.22,5011.95,0.2247
POL-005428,ACCT-02526,BOP,Retail,CA,AGY-026,1,1,New,2024-12-23,2025-12-23,3436.68,0.0,1.0,3436.68,0.0,1.0
POL-005429,ACCT-02526,BOP,Retail,CA,AGY-026,1,2,Renewal,2025-12-23,2026-12-23,3733.76,0.0864,0.5178,1933.37,1800.39,0.5178
POL-005430,ACCT-02527,BOP,Real Estate,NY,AGY-051,4,1,New,2023-06-01,2024-06-01,4342.83,0.0,1.0,4342.83,0.0,1.0
POL-005431,ACCT-02527,BOP,Real Estate,NY,AGY-051,4,2,Renewal,2024-06-01,2025-06-01,4309.37,-0.0077,1.0,4309.37,0.0,1.0
POL-005432,ACCT-02527,BOP,Real Estate,NY,AGY-051,4,3,Renewal,2025-06-01,2026-06-01,5098.67,0.1832,1.0,5098.67,0.0,1.0
POL-005433,ACCT-02527,BOP,Real Estate,NY,AGY-051,4,4,Renewal,2026-06-01,2027-06-01,5324.7,0.0443,0.0795,423.06,4901.64,0.0795
POL-005434,ACCT-02528,BOP,Restaurants & Food Service,OH,AGY-043,4,1,New,2023-08-18,2024-08-18,2876.95,0.0,1.0,2876.95,0.0,1.0
POL-005435,ACCT-02528,BOP,Restaurants & Food Service,OH,AGY-043,4,2,Renewal,2024-08-18,2025-08-18,3144.89,0.0931,1.0,3144.89,0.0,1.0
POL-005436,ACCT-02528,BOP,Restaurants & Food Service,OH,AGY-043,4,3,Renewal,2025-08-18,2026-08-18,3152.64,0.0025,0.8658,2729.41,423.23,0.8658
POL-005437,ACCT-02529,BOP,Contractors,TX,AGY-056,4,1,New,2025-09-10,2026-09-10,5953.71,0.0,0.8027,4779.28,1174.43,0.8027
POL-005438,ACCT-02530,Professional Liability,Professional Services,FL,AGY-041,4,1,New,2025-11-16,2026-11-16,9469.61,0.0,0.6192,5863.37,3606.24,0.6192
POL-005439,ACCT-02531,BOP,Contractors,CA,AGY-017,4,1,New,2023-08-15,2024-08-15,10034.06,0.0,1.0,10034.06,0.0,1.0
POL-005440,ACCT-02531,BOP,Contractors,CA,AGY-017,4,2,Renewal,2024-08-15,2025-08-15,10608.55,0.0573,1.0,10608.55,0.0,1.0
POL-005441,ACCT-02532,BOP,Contractors,IL,AGY-057,1,1,New,2025-07-28,2026-07-28,19117.67,0.0,0.9233,17651.11,1466.56,0.9233
POL-005442,ACCT-02533,General Liability,Healthcare Services,CA,AGY-007,3,1,New,2023-04-01,2024-04-01,23391.86,0.0,1.0,23391.86,0.0,1.0
POL-005443,ACCT-02534,BOP,Light Manufacturing,FL,AGY-056,2,1,New,2024-12-27,2025-12-27,1862.87,0.0,1.0,1862.87,0.0,1.0
POL-005444,ACCT-02534,BOP,Light Manufacturing,FL,AGY-056,2,2,Renewal,2025-12-27,2026-12-27,1909.55,0.0251,0.5068,967.85,941.7,0.5068
POL-005445,ACCT-02535,General Liability,Restaurants & Food Service,NY,AGY-035,4,1,New,2023-10-22,2024-10-22,47258.81,0.0,1.0,47258.81,0.0,1.0
POL-005446,ACCT-02535,General Liability,Restaurants & Food Service,NY,AGY-035,4,2,Renewal,2024-10-22,2025-10-22,50415.12,0.0668,1.0,50415.12,0.0,1.0
POL-005447,ACCT-02535,General Liability,Restaurants & Food Service,NY,AGY-035,4,3,Renewal,2025-10-22,2026-10-22,55295.19,0.0968,0.6877,38024.91,17270.28,0.6877
POL-005448,ACCT-02536,BOP,Retail,IL,AGY-034,2,1,New,2023-03-24,2024-03-24,3752.57,0.0,1.0,3752.57,0.0,1.0
POL-005449,ACCT-02536,BOP,Retail,IL,AGY-034,2,2,Renewal,2024-03-24,2025-03-24,3695.78,-0.0151,1.0,3695.78,0.0,1.0
POL-005450,ACCT-02536,BOP,Retail,IL,AGY-034,2,3,Renewal,2025-03-24,2026-03-24,4059.52,0.0984,1.0,4059.52,0.0,1.0
POL-005451,ACCT-02536,BOP,Retail,IL,AGY-034,2,4,Renewal,2026-03-24,2027-03-24,4480.45,0.1037,0.2685,1202.97,3277.48,0.2685
POL-005452,ACCT-02537,General Liability,Healthcare Services,FL,AGY-017,2,1,New,2025-11-24,2026-11-24,21866.85,0.0,0.5973,13060.2,8806.65,0.5973
POL-005453,ACCT-02538,BOP,Professional Services,IL,AGY-013,3,1,New,2024-01-17,2025-01-17,3893.31,0.0,1.0,3893.31,0.0,1.0
POL-005454,ACCT-02538,BOP,Professional Services,IL,AGY-013,3,2,Renewal,2025-01-17,2026-01-17,4193.26,0.077,1.0,4193.26,0.0,1.0
POL-005455,ACCT-02538,BOP,Professional Services,IL,AGY-013,3,3,Renewal,2026-01-17,2027-01-17,4084.31,-0.026,0.4493,1835.14,2249.17,0.4493
POL-005456,ACCT-02539,General Liability,Retail,CA,AGY-023,2,1,New,2024-01-02,2025-01-02,20481.9,0.0,1.0,20481.9,0.0,1.0
POL-005457,ACCT-02539,General Liability,Retail,CA,AGY-023,2,2,Renewal,2025-01-02,2026-01-02,19603.62,-0.0429,1.0,19603.62,0.0,1.0
POL-005458,ACCT-02539,General Liability,Retail,CA,AGY-023,2,3,Renewal,2026-01-02,2027-01-02,21324.44,0.0878,0.4904,10457.74,10866.7,0.4904
POL-005459,ACCT-02540,BOP,Retail,IL,AGY-007,3,1,New,2025-03-15,2026-03-15,3511.23,0.0,1.0,3511.23,0.0,1.0
POL-005460,ACCT-02540,BOP,Retail,IL,AGY-007,3,2,Renewal,2026-03-15,2027-03-15,3374.46,-0.039,0.2932,989.23,2385.23,0.2932
POL-005461,ACCT-02541,BOP,Contractors,NC,AGY-013,4,1,New,2024-10-10,2025-10-10,7329.6,0.0,1.0,7329.6,0.0,1.0
POL-005462,ACCT-02541,BOP,Contractors,NC,AGY-013,4,2,Renewal,2025-10-10,2026-10-10,8054.28,0.0989,0.7205,5803.49,2250.79,0.7205
POL-005463,ACCT-02542,General Liability,Contractors,IL,AGY-043,3,1,New,2024-08-21,2025-08-21,6415.71,0.0,1.0,6415.71,0.0,1.0
POL-005464,ACCT-02542,General Liability,Contractors,IL,AGY-043,3,2,Renewal,2025-08-21,2026-08-21,6635.08,0.0342,0.8575,5689.81,945.27,0.8575
POL-005465,ACCT-02543,General Liability,Retail,FL,AGY-046,2,1,New,2025-09-01,2026-09-01,18762.83,0.0,0.8274,15524.31,3238.52,0.8274
POL-005466,ACCT-02544,General Liability,Contractors,IL,AGY-049,2,1,New,2024-06-24,2025-06-24,28046.47,0.0,1.0,28046.47,0.0,1.0
POL-005467,ACCT-02544,General Liability,Contractors,IL,AGY-049,2,2,Renewal,2025-06-24,2026-06-24,30774.35,0.0973,1.0,30774.35,0.0,1.0
POL-005468,ACCT-02544,General Liability,Contractors,IL,AGY-049,2,3,Renewal,2026-06-24,2027-06-24,36484.2,0.1855,0.0164,599.74,35884.46,0.0164
POL-005469,ACCT-02545,Professional Liability,Restaurants & Food Service,CA,AGY-006,4,1,New,2025-07-27,2026-07-27,5530.7,0.0,0.926,5121.58,409.12,0.926
POL-005470,ACCT-02546,General Liability,Contractors,TX,AGY-054,3,1,New,2024-10-01,2025-10-01,15575.77,0.0,1.0,15575.77,0.0,1.0
POL-005471,ACCT-02547,BOP,Retail,NC,AGY-018,4,1,New,2025-07-07,2026-07-07,5125.55,0.0,0.9808,5027.25,98.3,0.9808
POL-005472,ACCT-02548,BOP,Restaurants & Food Service,IL,AGY-054,4,1,New,2024-04-22,2025-04-22,8219.99,0.0,1.0,8219.99,0.0,1.0
POL-005473,ACCT-02548,BOP,Restaurants & Food Service,IL,AGY-054,4,2,Renewal,2025-04-22,2026-04-22,9502.46,0.156,1.0,9502.46,0.0,1.0
POL-005474,ACCT-02549,BOP,Retail,TX,AGY-019,3,1,New,2024-05-28,2025-05-28,5212.53,0.0,1.0,5212.53,0.0,1.0
POL-005475,ACCT-02549,BOP,Retail,TX,AGY-019,3,2,Renewal,2025-05-28,2026-05-28,5649.73,0.0839,1.0,5649.73,0.0,1.0
POL-005476,ACCT-02550,BOP,Restaurants & Food Service,IL,AGY-039,3,1,New,2023-08-06,2024-08-06,1660.22,0.0,1.0,1660.22,0.0,1.0
POL-005477,ACCT-02551,BOP,Real Estate,OH,AGY-060,3,1,New,2024-02-18,2025-02-18,2670.28,0.0,1.0,2670.28,0.0,1.0
POL-005478,ACCT-02552,General Liability,Restaurants & Food Service,TX,AGY-041,2,1,New,2025-12-24,2026-12-24,12924.35,0.0,0.5151,6656.93,6267.42,0.5151
POL-005479,ACCT-02553,General Liability,Contractors,OH,AGY-022,1,1,New,2024-07-07,2025-07-07,27616.83,0.0,1.0,27616.83,0.0,1.0
POL-005480,ACCT-02553,General Liability,Contractors,OH,AGY-022,1,2,Renewal,2025-07-07,2026-07-07,29944.31,0.0843,0.9808,29370.04,574.27,0.9808
POL-005481,ACCT-02554,Professional Liability,Healthcare Services,OH,AGY-005,3,1,New,2024-08-02,2025-08-02,9517.51,0.0,1.0,9517.51,0.0,1.0
POL-005482,ACCT-02554,Professional Liability,Healthcare Services,OH,AGY-005,3,2,Renewal,2025-08-02,2026-08-02,8992.93,-0.0551,0.9096,8179.87,813.06,0.9096
POL-005483,ACCT-02555,BOP,Real Estate,CA,AGY-017,2,1,New,2024-10-03,2025-10-03,2607.17,0.0,1.0,2607.17,0.0,1.0
POL-005484,ACCT-02555,BOP,Real Estate,CA,AGY-017,2,2,Renewal,2025-10-03,2026-10-03,2623.41,0.0062,0.7397,1940.6,682.81,0.7397
POL-005485,ACCT-02556,BOP,Real Estate,IL,AGY-011,4,1,New,2024-10-30,2025-10-30,3601.62,0.0,1.0,3601.62,0.0,1.0
POL-005486,ACCT-02556,BOP,Real Estate,IL,AGY-011,4,2,Renewal,2025-10-30,2026-10-30,4011.52,0.1138,0.6658,2670.68,1340.84,0.6658
POL-005487,ACCT-02557,BOP,Retail,NY,AGY-035,3,1,New,2024-11-09,2025-11-09,3645.96,0.0,1.0,3645.96,0.0,1.0
POL-005488,ACCT-02557,BOP,Retail,NY,AGY-035,3,2,Renewal,2025-11-09,2026-11-09,3730.66,0.0232,0.6384,2381.49,1349.17,0.6384
POL-005489,ACCT-02558,General Liability,Technology,FL,AGY-014,4,1,New,2024-09-13,2025-09-13,13395.85,0.0,1.0,13395.85,0.0,1.0
POL-005490,ACCT-02559,BOP,Professional Services,NY,AGY-003,2,1,New,2025-07-24,2026-07-24,8764.44,0.0,0.9342,8188.15,576.29,0.9342
POL-005491,ACCT-02560,BOP,Real Estate,TX,AGY-020,1,1,New,2024-11-01,2025-11-01,10079.52,0.0,1.0,10079.52,0.0,1.0
POL-005492,ACCT-02560,BOP,Real Estate,TX,AGY-020,1,2,Renewal,2025-11-01,2026-11-01,9907.31,-0.0171,0.6603,6541.54,3365.77,0.6603
POL-005493,ACCT-02561,BOP,Professional Services,AZ,AGY-024,1,1,New,2025-02-09,2026-02-09,3570.9,0.0,1.0,3570.9,0.0,1.0
POL-005494,ACCT-02561,BOP,Professional Services,AZ,AGY-024,1,2,Renewal,2026-02-09,2027-02-09,3879.51,0.0864,0.3863,1498.66,2380.85,0.3863
POL-005495,ACCT-02562,BOP,Real Estate,CA,AGY-034,2,1,New,2024-04-30,2025-04-30,4292.11,0.0,1.0,4292.11,0.0,1.0
POL-005496,ACCT-02562,BOP,Real Estate,CA,AGY-034,2,2,Renewal,2025-04-30,2026-04-30,4588.26,0.069,1.0,4588.26,0.0,1.0
POL-005497,ACCT-02562,BOP,Real Estate,CA,AGY-034,2,3,Renewal,2026-04-30,2027-04-30,4944.18,0.0776,0.1671,826.29,4117.89,0.1671
POL-005498,ACCT-02563,Professional Liability,Professional Services,OH,AGY-025,1,1,New,2025-12-02,2026-12-02,2899.08,0.0,0.5753,1667.96,1231.12,0.5753
POL-005499,ACCT-02564,General Liability,Light Manufacturing,OH,AGY-059,2,1,New,2023-09-09,2024-09-09,17199.35,0.0,1.0,17199.35,0.0,1.0
POL-005500,ACCT-02565,BOP,Retail,CA,AGY-009,3,1,New,2024-01-31,2025-01-31,5066.32,0.0,1.0,5066.32,0.0,1.0
POL-005501,ACCT-02565,BOP,Retail,CA,AGY-009,3,2,Renewal,2025-01-31,2026-01-31,5481.09,0.0819,1.0,5481.09,0.0,1.0
POL-005502,ACCT-02565,BOP,Retail,CA,AGY-009,3,3,Renewal,2026-01-31,2027-01-31,5745.61,0.0483,0.411,2361.21,3384.4,0.411
POL-005503,ACCT-02566,General Liability,Retail,FL,AGY-025,3,1,New,2023-08-18,2024-08-18,16333.78,0.0,1.0,16333.78,0.0,1.0
POL-005504,ACCT-02567,BOP,Retail,CA,AGY-021,3,1,New,2025-01-19,2026-01-19,5234.58,0.0,1.0,5234.58,0.0,1.0
POL-005505,ACCT-02567,BOP,Retail,CA,AGY-021,3,2,Renewal,2026-01-19,2027-01-19,6102.76,0.1659,0.4438,2708.62,3394.14,0.4438
POL-005506,ACCT-02568,BOP,Restaurants & Food Service,TX,AGY-024,2,1,New,2025-12-26,2026-12-26,6325.55,0.0,0.5096,3223.43,3102.12,0.5096
POL-005507,ACCT-02569,BOP,Contractors,IL,AGY-033,3,1,New,2024-05-22,2025-05-22,10786.22,0.0,1.0,10786.22,0.0,1.0
POL-005508,ACCT-02569,BOP,Contractors,IL,AGY-033,3,2,Renewal,2025-05-22,2026-05-22,11489.29,0.0652,1.0,11489.29,0.0,1.0
POL-005509,ACCT-02569,BOP,Contractors,IL,AGY-033,3,3,Renewal,2026-05-22,2027-05-22,11486.69,-0.0002,0.1068,1227.34,10259.35,0.1068
POL-005510,ACCT-02570,General Liability,Contractors,IL,AGY-055,3,1,New,2025-03-19,2026-03-19,73874.98,0.0,1.0,73874.98,0.0,1.0
POL-005511,ACCT-02570,General Liability,Contractors,IL,AGY-055,3,2,Renewal,2026-03-19,2027-03-19,78920.94,0.0683,0.2822,22270.84,56650.1,0.2822
POL-005512,ACCT-02571,General Liability,Technology,TX,AGY-050,1,1,New,2024-06-13,2025-06-13,16694.51,0.0,1.0,16694.51,0.0,1.0
POL-005513,ACCT-02572,General Liability,Contractors,CA,AGY-027,3,1,New,2024-11-19,2025-11-19,10959.75,0.0,1.0,10959.75,0.0,1.0
POL-005514,ACCT-02572,General Liability,Contractors,CA,AGY-027,3,2,Renewal,2025-11-19,2026-11-19,11713.02,0.0687,0.611,7156.17,4556.85,0.611
POL-005515,ACCT-02573,Professional Liability,Healthcare Services,FL,AGY-012,2,1,New,2023-11-26,2024-11-26,5695.52,0.0,1.0,5695.52,0.0,1.0
POL-005516,ACCT-02573,Professional Liability,Healthcare Services,FL,AGY-012,2,2,Renewal,2024-11-26,2025-11-26,5961.95,0.0468,1.0,5961.95,0.0,1.0
POL-005517,ACCT-02574,BOP,Retail,NY,AGY-060,2,1,New,2024-03-23,2025-03-23,4487.86,0.0,1.0,4487.86,0.0,1.0
POL-005518,ACCT-02574,BOP,Retail,NY,AGY-060,2,2,Renewal,2025-03-23,2026-03-23,5411.24,0.2057,1.0,5411.24,0.0,1.0
POL-005519,ACCT-02575,BOP,Retail,IL,AGY-046,3,1,New,2025-06-18,2026-06-18,10613.13,0.0,1.0,10613.13,0.0,1.0
POL-005520,ACCT-02575,BOP,Retail,IL,AGY-046,3,2,Renewal,2026-06-18,2027-06-18,12014.4,0.132,0.0329,394.99,11619.41,0.0329
POL-005521,ACCT-02576,BOP,Real Estate,TX,AGY-010,2,1,New,2023-04-03,2024-04-03,6984.99,0.0,1.0,6984.99,0.0,1.0
POL-005522,ACCT-02576,BOP,Real Estate,TX,AGY-010,2,2,Renewal,2024-04-03,2025-04-03,7233.42,0.0356,1.0,7233.42,0.0,1.0
POL-005523,ACCT-02576,BOP,Real Estate,TX,AGY-010,2,3,Renewal,2025-04-03,2026-04-03,7654.42,0.0582,1.0,7654.42,0.0,1.0
POL-005524,ACCT-02576,BOP,Real Estate,TX,AGY-010,2,4,Renewal,2026-04-03,2027-04-03,8344.72,0.0902,0.2411,2011.88,6332.84,0.2411
POL-005525,ACCT-02577,BOP,Light Manufacturing,IL,AGY-015,2,1,New,2025-06-25,2026-06-25,7110.44,0.0,1.0,7110.44,0.0,1.0
